,Ages,Gender,Income,Race,Government,County,Employment Type,Alcohol,Alcohol Age Started,Alcohol Days,Alcohol Per Day,Marijuana,Marijuana Age Started,Marijuana Days,Unprescribed Pain Relievers,Days of UPS in last month
348,22.5,0,4,5,0,3.0,2,1,14,12,1,0,0,0,0,0
349,16.0,0,4,1,0,2.0,99,1,15,120,10,1,14,208,1,1
350,15.0,0,3,1,0,3.0,99,0,0,0,0,0,0,0,0,0
351,42.5,0,2,2,1,1.0,1,1,20,36,1,1,15,0,1,0
352,13.0,1,1,3,1,3.0,99,1,17,NaN,0,0,0,0,0,0
353,57.5,1,3,1,0,1.0,4,1,21,36,2,1,17,0,0,0
354,57.5,0,2,7,0,1.0,3,1,8,339,5,1,21,0,0,0
355,32.5,1,3,7,0,1.0,4,1,0,12,0,1,10,0,0,0
356,17.0,1,4,1,0,1.0,99,1,0,3,4,1,16,60,0,0
357,13.0,0,3,1,1,1.0,99,0,17,0,0,0,0,0,0,0
358,42.5,0,4,7,0,1.0,2,1,10,104,6,1,17,0,0,0
359,32.5,0,1,7,1,2.0,4,1,15,156,3,1,16,360,1,5
360,57.5,1,1,7,0,3.0,1,1,0,48,3,0,0,0,0,0
361,57.5,1,1,5,0,1.0,2,1,14,260,5,1,19,0,0,0
362,32.5,1,4,1,0,1.0,1,1,0,208,2,1,16,0,1,0
363,27.5,0,1,1,1,2.0,4,0,16,0,0,0,0,0,0,0
364,57.5,1,4,1,0,1.0,1,1,15,0,0,0,0,0,0,0
365,70.0,1,4,1,0,1.0,4,1,15,0,0,0,0,0,0,0
366,13.0,1,2,1,0,2.0,99,1,19,1,1,0,0,0,0,0
367,42.5,0,4,1,0,2.0,1,1,21,312,2,1,17,0,0,0
368,15.0,1,3,2,1,2.0,99,1,14,36,2,1,12,260,0,0
369,42.5,0,1,1,0,3.0,2,1,NaN,340,1,0,0,0,0,0
370,42.5,0,2,2,0,1.0,1,1,14,144,NaN,0,0,0,0,0
371,24.5,0,1,2,0,1.0,4,1,0,52,2,1,23,NaN,0,0
372,24.5,0,2,1,0,2.0,1,0,0,0,0,0,0,0,0,0
373,12.0,1,1,1,0,2.0,99,0,19,0,0,0,0,0,0,0
374,18.0,0,4,1,1,2.0,4,1,12,208,2,1,18,16,0,0
375,42.5,0,2,1,0,2.0,1,0,17,0,0,0,0,0,0,0
376,13.0,1,4,6,0,3.0,99,0,13,0,0,0,0,0,0,0
377,42.5,1,4,1,0,1.0,1,1,19,10,2,0,0,0,0,0
378,22.5,1,2,1,1,2.0,1,1,0,52,2,1,19,0,0,0
379,57.5,1,4,1,0,1.0,1,1,21,52,6,1,15,0,0,0
380,15.0,1,1,4,0,1.0,99,0,0,0,0,0,0,0,0,0
381,42.5,1,2,3,0,1.0,3,1,16,365,5,1,15,0,0,0
382,57.5,0,2,1,0,1.0,2,1,NaN,52,1,1,14,0,0,0
383,14.0,1,2,2,1,1.0,99,0,0,0,0,0,0,0,0,0
384,42.5,1,2,7,1,1.0,1,1,12,52,7,0,0,0,0,0
385,21.0,0,3,2,0,2.0,4,0,17,0,0,0,0,0,0,0
386,42.5,1,1,1,0,1.0,1,1,22,260,8,1,13,0,0,0
387,57.5,1,2,1,0,2.0,1,1,15,0,0,0,0,0,0,0
388,21.0,0,1,1,0,1.0,2,1,15,120,2,0,0,0,0,0
389,57.5,0,4,1,0,3.0,1,1,16,36,3,1,14,0,0,0
390,18.0,0,4,2,0,3.0,4,1,16,156,3,1,16,48,0,0
391,15.0,0,4,1,0,1.0,99,0,18,0,0,0,0,0,0,0
392,32.5,1,3,1,0,1.0,1,1,0,48,2,0,0,0,0,0
393,14.0,1,4,6,0,1.0,99,0,12,0,0,0,0,0,0,0
394,16.0,1,1,7,0,2.0,99,0,0,0,0,0,0,0,0,0
395,57.5,1,1,1,0,1.0,4,1,18,156,3,1,17,0,0,0
396,13.0,1,3,1,0,2.0,99,0,15,0,0,0,0,0,0,0
397,19.0,1,2,6,0,1.0,2,1,0,19,0,0,0,0,0,0
398,17.0,0,2,1,0,2.0,99,0,21,0,0,0,0,0,0,0
399,20.0,0,1,1,0,1.0,4,1,10,104,3,1,16,12,0,0
400,17.0,0,1,7,0,1.0,99,1,21,0,0,0,0,0,0,0
401,17.0,1,1,6,0,2.0,99,0,18,0,0,0,0,0,0,0
402,16.0,1,4,1,0,2.0,99,0,0,0,0,0,0,0,0,0
403,32.5,1,4,7,0,1.0,1,1,0,2,NaN,1,17,0,0,0
404,42.5,1,2,3,0,1.0,1,1,0,208,10,1,18,0,0,0
405,14.0,0,4,7,0,3.0,99,0,0,0,0,0,0,0,0,0
406,24.5,1,3,1,0,3.0,1,1,16,240,6,0,0,0,0,0
407,70.0,0,1,1,0,3.0,2,1,10,2,0,0,0,0,0,0
408,42.5,1,4,1,0,2.0,1,1,15,104,3,1,19,0,0,0
409,22.5,0,2,1,0,3.0,1,1,27,0,0,1,17,0,0,0
410,42.5,1,4,1,0,1.0,1,1,18,104,3,1,17,0,0,0
411,70.0,0,2,1,0,2.0,4,1,17,24,0,0,0,0,0,0
412,24.5,0,4,1,0,1.0,4,1,15,0,0,1,21,0,0,0
413,14.0,1,3,7,0,3.0,99,0,17,0,0,1,13,1,0,0
414,15.0,1,4,7,0,1.0,99,0,17,0,0,0,0,0,0,0
415,24.5,0,2,2,0,1.0,1,1,0,4,5,1,22,96,0,0
416,32.5,0,4,5,0,1.0,1,1,18,345,3,1,29,0,0,0
417,27.5,1,3,1,1,1.0,1,1,12,260,NaN,1,16,0,0,0
418,14.0,1,4,7,0,2.0,99,0,13,0,0,0,0,0,0,0
419,13.0,0,2,1,0,2.0,99,0,17,0,0,0,0,0,0,0
420,24.5,1,3,1,0,2.0,1,1,13,24,2,1,24,1,0,0
421,42.5,1,4,1,0,2.0,1,1,17,0,0,0,0,0,0,0
422,17.0,1,4,6,0,1.0,99,1,0,3,1,1,15,52,0,0
423,42.5,0,4,1,0,3.0,2,1,14,104,2,0,0,0,0,0
424,42.5,0,2,7,0,2.0,4,1,16,4,NaN,0,0,0,0,0
425,13.0,0,2,1,0,3.0,99,0,17,0,0,0,0,0,0,0
426,42.5,0,4,1,0,3.0,1,1,0,104,1,1,14,0,0,0
427,18.0,0,2,1,1,2.0,2,1,17,288,0,1,16,33,0,0
428,15.0,1,1,6,1,1.0,99,1,14,240,4,1,14,300,1,12
429,70.0,0,4,1,0,3.0,4,0,12,0,0,0,0,0,0,0
430,14.0,0,4,1,0,2.0,99,0,0,0,0,0,0,0,0,0
431,20.0,0,3,1,0,2.0,1,1,14,104,1,1,16,0,0,0
432,14.0,0,2,6,0,1.0,99,1,0,0,0,1,13,0,0,0
433,27.5,0,2,2,1,1.0,1,1,16,48,3,0,0,0,0,0
434,12.0,0,4,1,0,2.0,99,0,15,0,0,0,0,0,0,0
435,22.5,1,4,1,0,1.0,1,1,18,52,1,0,0,0,NaN,0
436,42.5,1,4,1,0,1.0,1,1,16,208,2,1,17,0,0,0
437,42.5,0,4,1,0,1.0,1,1,0,36,0,0,0,0,0,0
438,12.0,1,4,1,0,2.0,99,0,18,0,0,0,0,0,0,0
439,20.0,0,3,1,0,1.0,2,1,20,48,1,1,16,208,0,0
440,70.0,1,4,1,0,2.0,4,1,17,104,1,0,0,0,0,0
441,24.5,1,2,1,0,1.0,1,1,19,11,1,0,0,0,0,0
442,18.0,1,4,5,0,1.0,4,0,20,0,0,0,0,0,0,0
443,42.5,1,1,6,1,2.0,4,1,15,300,4,1,14,350,0,0
444,57.5,0,2,1,0,1.0,1,1,15,300,1,0,0,0,0,0
445,21.0,0,1,1,0,1.0,2,1,0,260,1,1,18,156,0,0
446,42.5,0,1,1,0,1.0,2,1,12,156,2,1,23,0,0,0
447,12.0,1,4,2,0,3.0,99,0,NaN,0,0,0,0,0,0,0
448,16.0,1,1,2,0,2.0,99,0,19,0,0,0,0,0,0,0
449,24.5,1,1,1,0,2.0,2,1,0,84,9,1,13,340,1,0
450,22.5,1,2,1,0,1.0,2,1,0,156,2,0,0,0,0,0
451,19.0,1,4,2,0,2.0,1,0,17,0,0,0,0,0,0,0
452,17.0,0,2,7,0,2.0,99,1,14,2,0,1,16,12,0,0
453,27.5,1,2,1,0,1.0,1,1,29,0,0,1,10,0,1,0
454,18.0,0,2,1,0,2.0,2,0,0,0,0,0,0,0,0,0
455,42.5,0,4,2,1,2.0,1,1,16,120,0,0,0,0,0,0
456,16.0,1,4,6,0,2.0,99,0,17,0,0,0,0,0,0,0
457,22.5,1,4,1,0,2.0,1,0,13,0,0,1,19,0,0,0
458,14.0,0,2,7,1,3.0,99,0,18,0,0,0,0,0,0,0
459,14.0,0,4,1,0,2.0,99,0,19,0,0,1,13,1,0,0
460,42.5,1,4,1,0,2.0,1,1,18,156,2,1,16,1,0,0
461,17.0,0,4,1,0,1.0,99,1,0,2,0,0,0,0,0,0
462,42.5,0,1,7,1,2.0,1,1,19,0,0,0,0,0,0,0
463,42.5,1,4,1,0,1.0,1,1,22,260,1,1,16,6,0,0
464,20.0,0,1,1,1,1.0,4,1,22,12,NaN,0,0,0,0,0
465,24.5,1,4,1,0,1.0,1,1,11,156,4,1,18,0,0,0
466,57.5,0,4,1,0,1.0,1,1,16,104,1,0,0,0,0,0
467,24.5,1,4,1,0,2.0,1,1,0,104,2,0,0,0,0,0
468,42.5,0,3,3,0,1.0,1,0,14,0,0,0,0,0,0,0
469,15.0,0,4,1,0,3.0,99,0,0,0,0,0,0,0,0,0
470,20.0,0,1,1,0,3.0,2,1,12,10,0,0,0,0,0,0
471,16.0,1,4,1,0,1.0,99,1,0,NaN,NaN,0,0,0,1,0
472,42.5,1,4,1,0,1.0,1,1,16,312,3,1,17,6,1,0
473,13.0,0,4,6,0,1.0,99,0,0,0,0,0,0,0,0,0
474,19.0,0,1,1,0,2.0,3,1,19,2,0,0,0,0,0,0
475,15.0,0,2,2,0,1.0,99,1,20,0,0,0,0,0,0,0
476,19.0,0,2,5,0,1.0,3,0,21,0,0,0,0,0,0,0
477,42.5,1,2,1,0,1.0,1,1,0,0,0,1,20,0,0,0
478,18.0,0,4,7,0,2.0,4,0,16,0,0,0,0,0,0,0
479,22.5,1,1,1,0,2.0,2,1,14,52,2,1,19,1,0,0
480,70.0,0,2,1,1,2.0,4,0,18,0,0,0,0,0,0,0
481,42.5,1,4,1,0,1.0,1,1,0,52,3,0,0,0,0,0
482,21.0,1,1,1,0,3.0,2,1,16,15,8,1,16,0,1,0
483,20.0,0,1,1,0,1.0,4,0,18,0,0,1,20,2,0,0
484,42.5,0,2,7,1,1.0,1,0,17,0,0,0,0,0,0,0
485,27.5,0,3,1,0,3.0,1,0,14,0,0,0,0,0,0,0
486,12.0,0,4,1,0,3.0,99,0,16,0,0,0,0,0,0,0
487,42.5,1,3,7,0,3.0,1,1,0,52,4,0,0,0,0,0
488,16.0,1,2,1,1,1.0,99,0,18,0,0,0,0,0,0,0
489,16.0,0,1,7,1,2.0,99,1,18,3,2,1,13,260,1,1
490,27.5,0,4,1,0,2.0,1,1,17,104,2,1,17,0,0,0
491,20.0,0,4,1,0,1.0,1,1,0,52,4,1,19,7,0,0
492,42.5,1,3,1,0,2.0,1,1,12,104,2,1,17,0,0,0
493,27.5,0,3,7,0,2.0,2,1,14,156,8,0,0,0,0,0
494,27.5,0,2,1,1,1.0,2,1,14,208,NaN,1,17,10,1,0
495,32.5,0,3,1,0,2.0,1,1,18,108,2,1,17,0,0,0
496,57.5,1,4,7,0,2.0,3,1,NaN,240,6,0,0,0,0,0
497,32.5,0,1,7,1,1.0,1,1,18,5,0,1,14,260,1,29
498,42.5,0,4,1,0,1.0,1,1,0,208,4,1,35,1,0,0
499,42.5,1,4,1,0,1.0,1,1,0,156,3,1,19,0,1,0
500,70.0,1,4,1,0,3.0,4,1,0,260,2,0,0,0,0,0
501,57.5,1,1,1,1,1.0,4,1,12,52,2,1,17,0,0,0
502,12.0,1,4,7,0,2.0,99,0,16,0,0,0,0,0,0,0
503,42.5,0,2,2,0,1.0,2,1,16,52,1,1,21,0,0,0
504,12.0,0,2,7,1,2.0,99,0,15,0,0,0,0,0,0,0
505,14.0,1,3,1,0,1.0,99,0,15,0,0,0,0,0,0,0
506,17.0,0,4,6,0,1.0,99,1,0,84,1,1,15,338,1,0
507,27.5,1,4,1,0,1.0,1,1,17,260,2,0,0,0,0,0
508,27.5,1,2,1,0,2.0,2,1,18,120,4,1,12,180,1,0
509,70.0,1,4,1,0,2.0,4,0,13,0,0,0,0,0,0,0
510,24.5,1,3,7,0,3.0,1,1,15,363,2,1,14,0,0,0
511,42.5,0,2,7,0,1.0,4,1,16,0,0,0,0,0,0,0
512,18.0,0,3,1,0,2.0,1,1,0,90,1,1,16,10,0,0
513,70.0,0,4,2,0,2.0,1,0,15,0,0,0,0,0,0,0
514,57.5,0,4,5,1,1.0,1,0,0,0,0,0,0,0,0,0
515,27.5,1,4,2,0,3.0,4,1,16,60,1,1,17,0,0,0
516,42.5,1,4,7,0,2.0,1,1,16,7,1,0,0,0,0,0
517,24.5,0,2,1,0,2.0,1,1,18,36,1,1,13,0,0,0
518,70.0,0,4,1,0,2.0,4,1,18,2,0,0,0,0,0,0
519,14.0,1,3,1,0,2.0,99,0,17,0,0,0,0,0,0,0
520,42.5,0,4,1,0,3.0,1,1,10,4,0,0,0,0,0,0
521,24.5,1,1,2,1,1.0,2,1,12,208,3,1,13,52,0,0
522,42.5,0,2,6,1,3.0,1,1,18,52,2,1,19,0,0,0
523,42.5,0,2,2,0,2.0,4,0,0,0,0,0,0,0,0,0
524,42.5,0,4,1,1,1.0,1,1,0,20,1,0,0,0,0,0
525,70.0,0,2,1,0,2.0,4,1,0,5,1,0,0,0,0,0
526,57.5,0,4,1,0,2.0,2,1,14,312,2,1,15,0,0,0
527,32.5,0,2,1,0,2.0,2,1,21,120,0,0,0,0,1,0
528,42.5,1,1,1,1,1.0,4,0,18,0,0,0,0,0,0,0
529,15.0,0,2,2,0,2.0,99,0,18,0,0,0,0,0,0,0
530,70.0,0,2,1,0,2.0,4,1,16,5,1,0,0,0,0,0
531,70.0,1,3,2,0,3.0,4,1,15,104,1,0,0,0,0,0
532,17.0,1,4,1,0,2.0,99,1,0,0,0,0,0,0,0,0
533,13.0,0,4,1,0,1.0,99,0,16,0,0,0,0,0,0,0
534,27.5,1,4,1,0,2.0,1,0,20,0,0,1,21,0,0,0
535,70.0,0,1,1,0,1.0,3,0,14,0,0,0,0,0,0,0
536,21.0,0,1,7,0,2.0,1,0,13,0,0,0,0,0,0,0
537,57.5,0,2,3,1,1.0,1,1,16,1,0,0,0,0,0,0
538,32.5,0,2,5,0,1.0,4,0,13,0,0,0,0,0,0,0
539,32.5,0,4,1,0,2.0,1,1,14,104,1,1,15,0,0,0
540,24.5,0,1,1,0,3.0,2,1,14,52,1,0,0,0,0,0
541,15.0,1,3,1,0,2.0,99,0,0,0,0,0,0,0,0,0
542,42.5,0,3,6,0,2.0,4,1,19,0,0,0,0,0,0,0
543,18.0,0,2,7,0,3.0,2,0,15,0,0,0,0,0,0,0
544,42.5,0,4,5,0,2.0,1,0,15,0,0,0,0,0,0,0
545,57.5,1,2,1,0,1.0,1,1,0,0,0,0,0,0,0,0
546,57.5,1,4,1,0,1.0,1,1,17,104,1,1,17,0,0,0
547,42.5,1,4,1,0,3.0,1,1,16,0,0,1,16,0,0,0
548,27.5,1,4,1,0,3.0,1,1,13,216,3,1,14,0,0,0
549,42.5,0,1,2,1,2.0,3,0,0,0,0,0,0,0,0,0
550,32.5,1,2,1,0,3.0,4,1,18,12,6,1,20,1,0,0
551,17.0,0,2,7,0,1.0,99,0,18,0,0,1,15,0,0,0
552,13.0,0,2,1,0,1.0,99,0,0,0,0,0,0,0,0,0
553,27.5,0,2,7,0,2.0,1,1,18,144,2,1,23,0,0,0
554,15.0,0,1,7,0,1.0,99,0,12,0,0,0,0,0,0,0
555,57.5,1,2,7,0,1.0,4,0,15,0,0,0,0,0,0,0
556,22.5,1,3,2,1,1.0,4,1,14,36,1,1,20,0,0,0
557,17.0,1,3,1,0,3.0,99,1,20,52,0,0,0,0,0,0
558,42.5,0,1,1,0,2.0,2,1,16,48,1,0,0,0,0,0
559,22.5,1,1,7,0,2.0,4,1,15,96,3,1,19,24,0,0
560,42.5,1,1,7,1,1.0,1,1,20,208,6,1,15,0,1,0
561,27.5,0,4,1,0,1.0,1,1,19,48,0,1,16,10,0,0
562,19.0,0,2,1,0,2.0,1,1,18,180,2,1,18,5,0,0
563,16.0,1,3,6,0,3.0,99,0,18,0,0,0,0,0,0,0
564,22.5,0,3,7,0,2.0,4,1,19,0,0,0,0,0,0,0
565,22.5,1,1,7,0,3.0,2,0,13,0,0,0,0,0,0,0
566,24.5,0,2,6,0,1.0,1,1,17,36,0,0,0,0,0,0
567,42.5,1,4,5,0,1.0,1,1,14,36,3,0,0,0,0,0
568,42.5,0,1,1,0,2.0,4,0,16,0,0,0,0,0,0,0
569,15.0,1,1,1,1,3.0,99,1,19,12,1,1,13,52,0,0
570,14.0,0,3,1,1,1.0,99,0,0,0,0,0,0,0,0,0
571,42.5,0,4,1,0,1.0,1,1,13,6,1,1,16,0,0,0
572,27.5,0,1,1,1,1.0,4,0,18,0,0,0,0,0,0,0
573,16.0,0,1,7,1,3.0,99,1,15,0,0,1,15,NaN,1,0
574,57.5,0,2,7,0,1.0,4,1,13,104,4,1,15,0,1,0
575,15.0,0,1,7,1,2.0,99,1,19,3,1,1,13,1,0,0
576,42.5,1,2,7,0,3.0,1,1,16,72,0,0,0,0,0,0
577,24.5,1,3,1,0,2.0,2,1,16,52,3,1,18,0,0,0
578,57.5,0,3,1,0,3.0,1,0,10,0,0,0,0,0,0,0
579,15.0,1,4,1,0,3.0,99,0,18,0,0,0,0,0,0,0
580,57.5,1,2,1,0,1.0,4,1,20,2,4,1,19,0,0,0
581,24.5,1,3,6,0,1.0,2,1,14,4,0,1,16,50,1,0
582,13.0,0,2,7,0,1.0,99,0,21,0,0,0,0,0,0,0
583,57.5,1,2,7,0,3.0,4,0,19,0,0,0,0,0,0,0
584,20.0,0,1,1,1,3.0,1,1,0,2,0,0,0,0,0,0
585,22.5,1,4,6,0,1.0,2,1,14,240,4,1,18,5,0,0
586,15.0,0,4,1,0,3.0,99,0,14,0,0,0,0,0,0,0
587,13.0,0,4,1,0,3.0,99,0,0,0,0,0,0,0,0,0
588,70.0,1,1,7,1,2.0,4,1,17,52,1,0,0,0,0,0
589,13.0,0,2,1,0,2.0,99,0,21,0,0,0,0,0,0,0
590,57.5,0,3,7,0,1.0,3,1,21,52,1,1,16,0,1,0
591,32.5,0,4,1,0,1.0,4,1,12,52,1,0,0,0,0,0
592,27.5,1,4,1,0,1.0,1,1,15,36,1,0,0,0,0,0
593,32.5,1,4,1,0,2.0,2,1,19,156,3,0,0,0,0,0
594,57.5,0,2,2,1,3.0,4,1,9,24,2,1,19,1,0,0
595,16.0,1,3,7,0,1.0,99,1,0,2,0,0,0,0,0,0
596,15.0,1,2,2,0,1.0,99,0,17,0,0,0,0,0,0,0
597,24.5,1,2,1,0,1.0,1,1,25,156,2,1,16,0,1,0
598,57.5,1,1,2,1,2.0,4,1,0,Not sure,Not sure,1,13,0,0,0
599,42.5,0,3,1,0,1.0,1,1,27,24,2,1,19,0,0,0
600,12.0,0,3,1,0,1.0,99,0,11,0,0,0,0,0,0,0
601,27.5,0,2,1,0,3.0,1,1,0,36,2,1,27,2,0,0
602,22.5,1,3,2,0,2.0,1,0,16,0,0,0,0,0,0,0
603,21.0,1,3,7,0,1.0,3,1,13,240,2,1,12,364,0,0
604,16.0,0,4,1,0,2.0,99,0,20,0,0,0,0,0,1,0
605,24.5,1,3,2,0,2.0,1,1,13,104,3,1,17,364,0,0
606,42.5,1,2,2,0,1.0,1,1,0,12,0,0,0,0,0,0
607,16.0,1,4,7,0,3.0,99,1,13,36,8,1,16,2,0,0
608,70.0,1,4,1,0,2.0,4,1,0,260,2,0,0,0,0,0
609,42.5,0,2,7,0,1.0,4,0,17,0,0,0,0,0,0,0
610,17.0,1,4,1,0,3.0,99,1,13,3,3,0,0,0,0,0
611,32.5,1,2,1,0,2.0,1,1,16,144,4,1,12,36,1,0
612,22.5,0,3,1,0,1.0,1,1,8,104,2,1,20,0,0,0
613,32.5,0,3,1,0,3.0,1,1,17,156,3,1,17,24,0,0
614,12.0,0,4,1,0,1.0,99,0,19,0,0,0,0,0,0,0
615,24.5,0,2,7,0,1.0,4,1,12,104,2,1,22,0,0,0
616,24.5,1,3,2,0,1.0,1,1,0,52,0,0,0,0,0,0
617,18.0,0,1,1,1,2.0,2,1,16,NaN,NaN,0,0,0,0,0
618,42.5,0,4,1,0,2.0,1,1,16,10,0,1,19,0,1,20
619,57.5,1,2,1,0,2.0,2,1,16,5,6,1,18,0,0,0
620,32.5,0,1,7,1,2.0,4,1,18,4,3,1,10,0,0,0
621,57.5,0,3,1,0,2.0,1,1,20,208,1,1,20,0,0,0
622,19.0,0,1,2,0,1.0,1,0,19,0,0,0,0,0,0,0
623,70.0,0,1,1,1,2.0,4,1,0,0,0,0,0,0,0,0
624,57.5,0,2,1,1,2.0,1,1,40,12,0,0,0,0,0,0
625,32.5,0,2,1,0,2.0,2,1,12,36,1,0,0,0,1,0
626,57.5,0,1,2,1,2.0,4,1,13,0,0,1,17,0,0,0
627,32.5,0,4,1,0,1.0,4,1,15,156,0,1,23,0,0,0
628,42.5,0,2,1,0,1.0,4,1,18,36,2,0,0,0,0,0
629,70.0,1,4,1,0,3.0,2,1,13,300,1,0,0,0,0,0
630,18.0,0,2,1,0,2.0,2,1,0,15,6,1,17,NaN,0,0
631,15.0,1,2,2,0,2.0,99,0,20,0,0,0,0,0,0,0
632,57.5,1,4,1,0,1.0,1,1,19,8,2,0,0,0,0,0
633,13.0,0,4,1,0,2.0,99,0,21,0,0,0,0,0,0,0
634,24.5,0,1,2,1,3.0,4,1,14,5,0,0,0,0,1,5
635,57.5,0,2,1,1,2.0,4,0,17,0,0,0,0,0,1,0
636,42.5,0,4,1,0,1.0,1,1,35,0,0,1,14,0,0,0
637,14.0,1,4,1,0,2.0,99,0,21,0,0,0,0,0,0,0
638,42.5,0,2,2,1,2.0,2,0,0,0,0,0,0,0,0,0
639,24.5,1,2,2,1,1.0,2,1,0,156,7,1,12,208,1,1
640,42.5,1,2,1,0,1.0,1,1,22,52,0,1,17,0,0,0
641,27.5,1,2,1,0,1.0,1,1,0,2,0,1,14,0,1,0
642,42.5,0,4,2,0,2.0,2,1,19,6,0,1,22,0,0,0
643,22.5,0,1,2,1,2.0,3,0,18,0,0,0,0,0,0,0
644,19.0,1,3,6,0,1.0,2,1,0,5,0,1,16,156,0,0
645,22.5,1,1,7,0,2.0,2,1,10,NaN,NaN,0,0,0,0,0
646,22.5,0,1,6,1,1.0,4,1,8,60,3,1,14,312,1,0
647,57.5,0,3,1,0,3.0,1,1,0,52,1,0,0,0,0,0
648,12.0,1,1,2,1,3.0,99,0,12,0,0,0,0,0,0,0
649,27.5,1,3,6,0,1.0,1,1,14,156,3,1,18,0,0,0
650,42.5,1,1,7,1,2.0,3,1,0,12,6,0,0,0,0,0
651,17.0,0,2,1,0,2.0,99,1,15,6,0,1,15,260,1,0
652,42.5,0,2,1,0,1.0,2,1,16,260,4,0,0,0,0,0
653,22.5,0,3,5,1,2.0,4,0,15,0,0,0,0,0,0,0
654,13.0,0,2,7,1,1.0,99,0,0,0,0,0,0,0,0,0
655,57.5,1,4,1,0,1.0,1,1,16,48,1,1,28,0,0,0
656,32.5,0,4,1,0,1.0,2,1,0,0,0,0,0,0,0,0
657,42.5,0,4,1,0,2.0,1,1,0,2,0,1,18,0,1,0
658,13.0,0,1,7,1,3.0,99,0,22,0,0,0,0,0,0,0
659,70.0,1,1,1,0,3.0,4,1,14,0,0,0,0,0,0,0
660,57.5,0,4,1,0,1.0,2,1,0,104,2,0,0,0,0,0
661,16.0,1,4,1,0,1.0,99,0,18,0,0,0,0,0,0,0
662,24.5,0,2,1,0,2.0,1,1,17,240,5,1,16,2,1,0
663,27.5,0,3,7,1,3.0,1,1,19,0,0,1,22,0,0,0
664,21.0,0,2,5,1,1.0,1,1,0,339,10,1,15,NaN,1,0
665,21.0,0,4,7,0,2.0,4,1,18,48,1,1,17,0,0,0
666,42.5,1,1,7,0,3.0,1,1,19,52,7,0,0,0,0,0
667,42.5,0,4,1,0,1.0,1,1,13,104,2,1,17,0,1,0
668,12.0,1,4,6,0,3.0,99,1,15,NaN,NaN,0,0,0,0,0
669,18.0,1,2,1,0,2.0,2,0,15,0,0,0,0,0,1,0
670,24.5,1,2,7,0,3.0,4,1,19,36,4,0,0,0,0,0
671,24.5,0,2,1,0,1.0,1,1,15,156,5,1,18,5,1,0
672,16.0,0,1,2,1,2.0,99,0,18,0,0,0,0,0,0,0
673,32.5,0,3,1,0,2.0,1,1,21,168,0,0,0,0,0,0
674,27.5,1,4,1,0,1.0,3,1,16,260,2,1,15,10,1,0
675,12.0,0,2,6,0,2.0,99,0,16,0,0,0,0,0,0,0
676,13.0,1,2,1,0,2.0,99,0,16,0,0,0,0,0,0,0
677,12.0,0,3,1,0,1.0,99,0,0,0,0,0,0,0,0,0
678,42.5,1,2,2,1,2.0,3,1,0,48,NaN,1,17,180,1,0
679,18.0,0,1,1,1,2.0,4,0,0,0,0,0,0,0,0,0
680,20.0,0,1,1,0,2.0,2,0,35,0,0,0,0,0,0,0
681,70.0,0,3,1,0,1.0,4,1,17,0,0,0,0,0,0,0
682,32.5,0,4,7,0,1.0,1,1,13,52,1,1,18,0,1,0
683,16.0,0,2,3,0,3.0,99,1,0,52,0,1,14,0,0,0
684,27.5,0,2,7,1,1.0,4,1,0,0,0,0,0,0,0,0
685,15.0,1,1,2,1,2.0,99,0,19,0,0,0,0,0,0,0
686,13.0,0,3,1,0,1.0,99,0,11,0,0,0,0,0,0,0
687,14.0,1,1,7,0,3.0,99,0,0,0,0,0,0,0,Not sure,0
688,57.5,1,3,1,0,1.0,1,1,25,4,0,1,15,100,1,0
689,19.0,1,3,1,1,1.0,1,0,18,0,0,0,0,0,0,0
690,70.0,0,1,2,1,2.0,4,0,21,0,0,0,0,0,NaN,NaN
691,57.5,1,3,2,1,2.0,1,1,0,3,0,0,0,0,0,0
692,22.5,0,3,1,0,2.0,4,1,21,12,2,0,0,0,0,0
693,42.5,1,4,1,0,1.0,1,1,16,0,0,1,17,365,1,0
694,14.0,0,2,7,1,3.0,99,1,0,0,0,0,0,0,0,0
695,22.5,0,1,6,0,3.0,1,1,20,36,2,1,13,0,0,0
696,70.0,0,1,1,0,2.0,4,0,16,0,0,0,0,0,0,0
697,24.5,1,3,1,0,1.0,1,1,17,52,NaN,1,18,52,1,0
698,42.5,1,2,7,1,1.0,1,1,21,48,12,0,0,0,0,0
699,20.0,0,1,7,0,1.0,1,1,15,7,0,1,12,0,0,0
700,42.5,0,4,1,0,1.0,1,1,0,4,0,0,0,0,0,0
701,57.5,1,4,1,1,2.0,1,1,21,52,3,1,16,0,0,0
702,24.5,1,1,7,0,1.0,4,1,24,361,3,1,13,120,1,0
703,18.0,1,1,1,0,1.0,4,1,18,0,0,1,17,1,0,0
704,42.5,1,3,1,0,1.0,1,1,16,60,2,0,0,0,0,0
705,16.0,1,4,1,0,1.0,99,0,0,0,0,0,0,0,0,0
706,27.5,1,4,1,0,2.0,1,0,0,0,0,0,0,0,0,0
707,22.5,0,2,7,0,1.0,2,1,19,12,1,0,0,0,0,0
708,42.5,0,3,2,0,1.0,1,1,19,0,0,0,0,0,0,0
709,15.0,0,2,1,0,2.0,99,0,22,0,0,0,0,0,0,0
710,24.5,0,2,2,0,1.0,1,1,16,312,2,0,0,0,0,0
